singer,name,lyrics,moodCat
周凱翔,Play Boi(CLOCKWORK & 周凱翔 & SOOVA & 仰昭光),"[""我多想跟你說句 Bye Bye It's My Time"", ""加大油門看我跑的 Fire Fire It's My Vibe"", ""我多想跟你說句 Bye Bye It's My Time"", ""加大油門看我跑的 Fire Fire It's My Vibe"", '不信命 和我兄弟 創造新的秩序', '很確信 這場遊戲 拿下整個賽季', '表現那麼獨特 是猜不透的顏色', '穿梭在這銀河 從不在空中定格', ""我多想跟你說句 Bye Bye It's My Time"", ""加大油門看我跑的 Fire Fire It's My Vibe"", ""我多想跟你說句 Bye Bye It's My Time"", ""加大油門看我跑的 Fire Fire It's My Vibe"", '我要的不止是Paper', 'Watch My Killin 太刀切?', 'My Place Trappin晴天霹靂', 'First My Rule And U Think', '讓你效忠我的命 然後我才陪你Drink', '真的我Making我Making That', '信徒們Beggin他Beggin That', '兄弟們態度是Yolo', '你不厭其煩的又Faking That', '收走了我們的戰利品 That Shit Gon Rich', '你就是比我們要菜一點', '必 必須 我無可代替', '你酸我們酸的都特別怪異', '你想我Feat 我當你放屁', '每天都度蜜月不看私信', '每天都度蜜月不看私信', '吃乾淨了 桌上的Cheese', '沒人信的 你說的Peace', '隨便個詞語都說得很Fake', '聽了你歌 我只能說呸', '不信命 和我兄弟 創造新的秩序', '很確信 這場遊戲 拿下整個賽季', '表現那麼獨特 是猜不透的顏色', '穿梭在這銀河 從不在空中定格', ""我多想跟你說句 Bye Bye It's My Time"", ""加大油門看我跑的 Fire Fire It's My Vibe"", ""我多想跟你說句 Bye Bye It's My Time"", ""加大油門看我跑的 Fire Fire It's My Vibe"", '我要的不止是Paper', 'Sauce:', '不理To Be 他的Talk Shit', '非常篤定 我們能走得起', ""I Don't Know This我要去冒險"", '我要去冒險 努力上帝他能看得見', '翅膀長出來之前先要破了繭', ""那些'好朋友'嗯 怎麼變了臉"", ""You Don't Like Me 但你慢了點"", '我都看不見 我都看不見', '跑龍套的給我安靜', '無論什麼場子哥們非常淡定', '我不在乎 他們什麼反應', '感謝Hip Hop它救我這條爛命', 'Allen:', '不信命 和我兄弟 創造新的秩序', '很確信 這場遊戲 拿下整個賽季', '表現那麼獨特 是猜不透的顏色', '穿梭在這銀河 從不在空中定格', ""我多想跟你說句 Bye Bye It's My Time"", ""加大油門看我跑的 Fire Fire It's My Vibe"", ""我多想跟你說句 Bye Bye It's My Time"", ""加大油門看我跑的 Fire Fire It's My Vibe"", '我要的不止是Paper']",哀
周凱翔,怪癖(CLOCKWORK & SOOVA & T.Axx & 周凱翔),"['你知道我的怪癖 你的信號不用翻譯', '我的愛是真的不用擔心', '他們互相懷疑 不管是靈魂還是身體', '你有最好的不用攀比 yea', 'Overdose Overdose I Feel', 'Overdose Overdose I Feel', 'Overdose 創造一些意外', '折斷我的膝蓋 別覺得意外', '看什麼 想什麼 做什麼 愛什麼 yea', '恨什麼 跑什麼 忘什麼 我都想要知道', '看什麼 想什麼 做什麼 愛什麼 yea', '關於你的一切 成為我的癖好', '不管多費解我想你和你配合', '你是Red Sun我是撲來的飛蛾', '所有的快樂來自我的罪過', '雖然有點危險請你不要問為何', 'Couple Racks Couple Racks', '想要全部塞進你的Bra', '讓你不能再去想起他', '能不能滿足我奇怪的Beg', '把我錢都全部給你花', '我世界裡面唯一的S', '快樂是我的而嫉妒是他', 'T.Axx:', '你知道我的怪癖 (You Know My Habits)', '你的信號不用翻譯 我的愛是真的不用擔心', '他們互相懷疑(不想去證明我的愛意)', '不管是靈魂還是身體 你有最好的不用攀比 yea', 'Overdose Overdose I Feel', 'Overdose 我猜定你的怪癖', 'Overdose Cause I Feel Cause I Feel', 'Overdose I Feel Overdose I Feel', 'Cause I Feel 你對我說Everything Is Alright', 'Alright Alright Alright', '就讓我做你撲火的飛蛾', '沒有什麼能把我們定格', '反正我也沒什麼可值得', '上癮的怪癖使我們契合', 'Couple Racks Couple Racks', '想要全部塞進你的Bra', '讓你不能再去想起他', '能不能滿足我奇怪的Beg', '把我錢都全部給你花', '我世界裡面唯一的S', '快樂是我的而嫉妒是他']",哀
周凱翔,Why Do You Hate Me(CLOCKWORK & 仰昭光 & 周凱翔 & SOOVA),"[""I Don't Know Why Do You Hate Me"", 'I Make Money Not Dirty', '想成為我 But I Am Only', 'I Wanna Do Ye I Do It', ""I Don't Know Why Do You Hate Me"", 'I Make Money Not Dirty', '想成為我 But I Am Only', 'I Wanna Do Ye I Do It', 'Allen:', '愛我 恨我 你沒理由', 'Everybody 我都向你致敬', '我要當個偉大的CEO', '不止北京國貿的幾百平', '我來掌舵 我的戰利品 我當然不能放過', '你想當個流星 我想當個傳說', '一年前的心願 現在我來把它斬獲', 'Take It Back Take It Way Back', '打開WeChat Pay Back 我的兄弟必須ASAP', '哪個Rapper 你最愛', '團結我的Family 然後再一致對外', 'I Kill Em All 我說唱的難度像踩高蹺了', '恨我的人都該吃藥了 腦子都被水浸泡了', 'Turn On The Light 天堂 在遠方', '我的演講稿沒有邊框 對Enemy從來不原諒', '把你的信仰全典當 衝破了阻力', '達不到目的的只會逢場作戲', '殺死了Jealousy 猜忌和嫉妒', '跟我樹敵 先學會呼吸', 'Why U Hurt Me Why U Madness', '我的非議 你很關心', '要把欠你的 全都還給你', '媽媽有沒教你 不要貪心', ""你覺得我Don't Deserve 要朝我扔手裡劍"", '通緝我頭一遍 賞金在手裡面', '你覺得你行就來代替我', '但是我看到你出現 I Got Emotion', '文化的變質 I Got Emotion', '達摩克利斯掛在你頭頂', '而我鬆開手我讓它失去重心', '多餘的Demo我全都送你', '這些不會影響我的彈藥庫', '所謂的Hit Song全都是套路', '無聊的招數', '不斷的重複著 相似的妒忌', '像吃膩了他的窩邊草的兔子', '聽煩了你的歌 你的歌不是歌', '像是把你給撞死的柱子', 'But Why U Still Hate Me', '請給我個Reason你像個Flip Bird', '想變得Famous 你和你兄弟的Gang Shit', '馬上就被我給擊沉', 'Sauce:', ""I Don't Know Why Do You Hate Me"", 'I Make Money Not Dirty', '想成為我 But I Am Only', 'I Wanna Do Ye I Do It', ""I Don't Know Why Do You Hate Me"", 'I Make Money Not Dirty', '想成為我 But I Am Only', 'I Wanna Do Ye I Do It', 'Sauce:', 'Where U Where 我怎麼看不見', '怎麼碰到我就你像是風箏斷了線', ""I Don't Know Why 怪我跑太快"", '他們都在討論我怎麼會那麼帶派', '不需要誰來檢驗Because I Am VVS', '也沒有任何答案能概括我的Big Size', '從來不去後悔因為我的決定 In The Wise', '我是帶刺的 In Your Eyes', '分天注定 Who Said It', '分來改命 No Crazy', ""別跟我硬碰硬 Don't Do This"", 'I Will Kill You Biu Biu Biu']",喜
張碧晨,字裡行間,"['大型紀錄片 紫禁城 主題歌', '明月 明月 紅葉別枝驚鵲', '清風 清風 輕聲半夜鳴蟬', '是誰在文淵閣金水燈窗前', '藏起沾墨的書簽', '一本 一本 記錄漫長時間', '歷史星辰 浩如海煙', '拂去落在封面的灰塵', '字裡行間會新生', '面對世界疑問總是萬萬千千', '期望你找到一個想要的答案', '等河流穿過幾座山換過幾道彎', '蜿蜒在百轉千回中靠岸', '面對世界回答也有萬萬千千', '期望你找到一個安心的答案', '也許曾千里迢迢寄望遠方出發', '等待困惑的一顆心 那是家', '明月 明月 事有陰晴圓缺', '清風 清風 何處奔向青天', '是誰在文淵閣金水燈窗前', '找到沾墨的書簽', '一本 一本 記錄漫長時間', '歷史星辰 浩如海煙', '拂去落在封面的灰塵', '字裡行間會新生', '面對世界疑問總是萬萬千千', '期望你找到一個想要的答案', '等河流穿過幾座山換過幾道彎', '蜿蜒在百轉千回中靠岸', '面對世界回答也有萬萬千千', '期望你找到一個安心的答案', '也許曾千里迢迢寄望遠方出發', '等待困惑的一顆心 那是家', '面對世界回答也有萬萬千千', '期望你找到一個安心的答案', '也許曾千里迢迢寄望遠方出發', '等待困惑的一顆心 那是家', '也許曾千里迢迢寄望遠方出發', '等待困惑的一顆心 那是家']",喜
許光漢,Souffl?,"['無所謂 我無所謂', '就想高貴 就想完美', '我有點累 在裝喝醉', '偷喝水 不想明天支離破碎', '動態上的話題 從跳舞玩到長笛', '等照片上的反應 火焰加上愛心', '來點Souffl? 今晚來點Souffl?', '有夠舒服有夠累 我的腦袋很疲憊', '他說來點Souffl? 今晚來點Souffl?', '有夠浪漫有夠美 我的腦袋很疲憊', '看著她的時候 都是活在限動', '我就爛 又爛又懶', '躺在日月潭 吃雞腿飯', '想不平凡 又很平淡', '怎麼說 這是一種選擇困難', '動態上的話題 從跳舞玩到長笛', '等照片上的反應 火焰加上愛心']",哀
逆向時鐘樂隊,答案,"['冷眼  嘲笑', '繼續吧  笑我不知天有多高', '困惑  煎熬', '像火燒幾乎燒毀我的信仰', '我又不會彷徨  堅定不怕受傷', '抓住每絲線索努力往前闖', '光芒 一定就在前方', '一定有個真像  等待你我一起探往', '力量  給我無窮力量', '堅持我的理想  不怕別人笑多荒唐', '前方只有   我的答案', '冷眼  嘲笑', '繼續吧  笑我不知天有多高', '困惑  煎熬', '像火燒幾乎燒毀我的信仰', '我又不會彷徨  堅定不怕受傷', '抓住每絲線索努力往前闖', '光芒 一定就在前方', '一定有個真像  等待你我一起探往', '力量  給我無窮力量', '堅持我的理想  不怕別人笑多荒唐', '前方只有   我的答案', 'SOLO', '我又不會彷徨  堅定不怕受傷', '抓住每絲線索努力往前闖', '光芒 一定就在前方', '一定有個真像  等待你我一起探往', '力量  給我無窮力量', '堅持我的理想  不怕別人笑多荒唐', '光芒 一定就在前方', '一定有個真像  等待你我一起探往力量  給我無窮力量', '堅持我的理想  不怕別人笑多荒唐', '前方只有   我的答案', '前方只有   我的答案']",喜
STACO,STAR VING,"['STACO & DJ Horse', '我要飽到頭頂上面出現一圈星星', '囫圇吞棗的吃文字沒有什麼壓力', 'XL 家庭號肚子撐得要命', '現貨   大口咬畫面太過血腥', '我要飽到頭頂上面出現一圈星星', '囫圇吞棗的吃文字沒有什麼壓力', 'XL   家庭號肚子撐得要命', '現貨   大口咬畫面太過血腥', 'cuz me like pac pac pac pac', 'cuz me like pac pac pac pac', 'cuz me like pac pac pac pac', 'cuz me like pac pac pac pac', '首先就表明那差異     信奉速食主義', '接著再拉開了你我的差距     早就不受阻力', '怎麼胃口那麼好因為是一輩子都在發育', '不斷的消化吞吐     快去了半條命', '排出來生化武器     瀰漫在空氣中', '整包的防腐劑     star and cosmos', '看你們死心塌地     全爛得像鍋粥', '專挑些飽滿的結成穗來嗑   大概八分熟', '致命吸引力滿滿誘惑看不到盡頭', '像東石的牡蠣我全扒開一口接著一口', '著了魔     再殺幾條節奏助興', '等到沒肉了剩下骨架再吸光你骨氣', '我要飽到頭頂上面出現一圈星星', '囫圇吞棗的吃文字沒有什麼壓力', 'XL 家庭號肚子撐得要命', '現貨   大口咬畫面太過血腥', '我要飽到頭頂上面出現一圈星星', '囫圇吞棗的吃文字沒有什麼壓力', 'XL   家庭號肚子撐得要命', '現貨   大口咬畫面太過血腥', 'cuz me like pac pac pac pac', 'cuz me like pac pac pac pac', 'cuz me like pac pac pac pac', 'cuz me like pac pac pac pac', '就繼續吃   涮嘴  see me like greedyboy', '嘴巴沾的是油還血     歹勢就太激動', '掉進去湖內底   自助式     說有很多寶的', '啃完你存在感無聊到要配一份排骨酥', '好像每個人都有一塊大餅還吃不夠', '早上醒來發現雜草堆都蓋住了承諾', '丟掉免洗的餐具用便宜的關係聯絡', '看哪頭肥羊快不行先拿刀在一旁沈默', 'cuz me like pac pac pac pac', 'cuz me like pac pac pac pac', 'cuz me like pac pac pac pac', 'cuz me like pac pac pac pac', '我要飽到頭頂上面出現一圈星星', '囫圇吞棗的吃文字沒有什麼壓力', 'XL 家庭號肚子撐得要命', '現貨   大口咬畫面太過血腥', '我要飽到頭頂上面出現一圈星星', '囫圇吞棗的吃文字沒有什麼壓力', 'XL   家庭號肚子撐得要命', '現貨   大口咬畫面太過血腥', 'cuz me like pac pac pac pac', 'cuz me like pac pac pac pac', 'cuz me like pac pac pac pac', 'cuz me like pac pac pac pac']",喜
Uu,遷徙,"['Uu(劉夢妤)', '來一次漫長的遷徙', '從我到你', '沿途或許也會長出四季', '像一場孤獨的戰役', '從我愛你', '開始 難以為繼', '你是茫茫人海起落的潮汐', '而我遙遙相望只一眼而已', '從此人間與星河 光年不再是距離', '你是寥寥無幾歡喜的定義', '而我僕僕風塵沿途奔向你', '從此地球的兩端 要撞破冰山相遇', '目眩神迷', '來一次漫長的遷徙', '從我到你', '沿途或許也會長出四季', '像一場孤獨的戰役', '從我愛你', '開始 難以為繼', '你是茫茫人海起落的潮汐', '而我遙遙相望只一眼而已', '從此人間與星河 光年不再是距離', '你是寥寥無幾歡喜的定義', '而我僕僕風塵沿途奔向你', '從此地球的兩端 要撞破冰山相遇', '目眩神迷', '世界有所謂的真理', '不用再害怕 有我陪伴著最後絢麗', '你是茫茫人海起落的潮汐', '而我遙遙相望只一眼而已', '從此人間與星河 光年不再是距離', '你是寥寥無幾歡喜的定義', '而我僕僕風塵沿途奔向你', '從此地球的兩端 要撞破冰山相遇', '目眩神迷']",愛
樣美申,痴迷,"['They are never satisfied', '衣服珠寶產品', '被奢華的幻想', '總是想要更多', '被炒作和漂亮', 'Do you really want to 要買嗎', '還沒識到這一', '太晚了太晚了', '痴迷', '痴迷', '痴迷', '痴迷', '痴迷', '痴迷', '痴迷', '痴迷', '痴迷', 'They are never satisfied', '衣服珠寶產品', '被奢華的幻想', '總是想要更多', '被炒作和漂亮', 'Do you really want to 要買嗎', '還沒識到這一', '太晚了太晚了', '痴迷', '痴迷', '痴迷', '痴迷', '痴迷', '痴迷', '痴迷', '痴迷', '痴迷', 'They are never satisfied', '衣服珠寶產品', '被奢華的幻想', '總是想要更多', '被炒作和漂亮', 'Do you really want to 要買嗎', '還沒識到這一', '太晚了太晚了', '痴迷', '痴迷', '痴迷', '痴迷', '痴迷', '痴迷', '痴迷', '痴迷', '痴迷']",喜
玖壹壹,嘎勒阿勒,"['不戰而屈人之兵 我們挺起了胸膛', '決勝於千里之外 我們勇敢往前闖', '不戰而屈人之兵 我們挺起了胸膛', '決勝於千里之外 我們勇敢往前闖', 'qali ari', '看到vuvu 騎越野車bubu', '住在半山腰 庭院後的造景是瀑布', '我問頭目 什麼時候祭祖呀', '他說別急 尊重自然記住', '打開冰櫃 請客人吃上最好的羊腿', '我的qali ari ari 喝著虎頭蜂釀的酒', '親手抓的虎頭蜂窩 我給六個六 giyudru', '我想要來去東部 厝內放著都不顧', '那邊有山又有海 憋這麼久我想要走看麥', '日頭那麼赤炎 現在的我想要來去那', '那邊的人在叫我 阮的朋友他們都在那 等我', '在路邊聊個天 在海邊盪鞦韆 友善的雜貨店', '溪邊的野溫泉 部落的遊樂園 帶我回到原點', '專重包容愛教我的是palakuan', '我們都是土地的孩子不管你哪一款', '小米酒喝到小米肚', '從西部到東部隨俗吧Masalu', 'unaunaunayu siyasiyaen', 'unaunaunayu siyasiyaen', 'unaunaunayu siyasiyaen', 'unaunaunayu siyasiyaen', 'qali ari', '我的qali你在哪 你在哪 你在哪', '你跟別人說 這裡什麼都最好', '那個山海就像是冰箱 不分你我大家都一樣', '我們都有同樣的信仰 見者有份一起來共享', '在山頂看著他的家 看不見日落下', '在路邊隨性的彈吉他 就來享受生活吧', '你看他們請的不是檳榔 這種吃不到的你就會心酸', '熱情到你來都免開口問 從你來照顧 到你想要返(ari)', '我想要來這住一晚 帶著行李順便來遛個浪', '隨意坐在路邊吃個早餐 望著那傷心的太平洋', '今日咱來東海岸 頭前有海擱有山', '溪邊燒水隨便噴 不信你問阿斗仔', '哦 在這什麼都最好', '哦 在這什麼都最好', '哦 在這什麼都最好', '哦 在這什麼都最好', '不戰而屈人之兵 我們挺起了胸膛', '決勝於千里之外 我們勇敢往前闖']",喜
